SAMEA2620970	Illumina-HiSeq-2000	ERR599144	39615848	8310081210	WGS	TARA_B100000497	408172	TARA_067	2010-09-07T07:44	32.1	17.7	5	12.83445	34.845292	0.405607	249.351417	0.22
SAMEA2620970	Illumina-HiSeq-2000	ERR599144	39615848	8310081210	WGS	TARA_B100000497	408172	TARA_067	2010-09-07T07:44	32.1	17.7	5	12.83445	34.845292	0.405607	249.351417	0.22
SAMEA2623059	Illumina-HiSeq-2000	ERR599142	166713789	33019530874	WGS	TARA_B100001248	408172	TARA_132	2011-10-04T21:03	31.493	-159.0606	5	25.173925	35.181842	-0.979589	197.682417	0.22
SAMEA2623116	Illumina-HiSeq-2000	ERR599052	269556882	53487641681	WGS	TARA_B100001093	408172	TARA_133	2011-10-18T19:00	35.4068	-127.7432	5	19.249733	33.099008	-0.673592	224.407583	0.22
SAMEA2623463	Illumina-HiSeq-2000	ERR599136	157141812	31151822592	WGS	TARA_B100002051	408172	TARA_142	2012-01-09T14:05	25.5416	88.4044	5	24.96555	36.193733	-2.2118	194.2675	0.22
SAMEA2623627	Illumina-HiSeq-2000	ERR598983	176015464	34724751061	WGS	TARA_B100001142	408172	TARA_145	2012-02-02T13:52	39.2173	-72.0327	5	14.11885	35.18335	3.478193	233.859	0.22
SAMEA2623673	Illumina-HiSeq-2000	ERR598968	169471567	33618784181	WGS	TARA_B100001540	408172	TARA_146	2012-02-15T17:07	34.8341	-71.204	5	19.1288	36.4626	0.859819	214.365	0.22
SAMEA2623774	Illumina-HiSeq-2000	ERR598963	178945938	35306537802	WGS	TARA_B100001758	408172	TARA_149	2012-03-01T15:17	34.0491	-49.8315	5	18.732683	36.4072	-1.176123	220.189917	0.22
SAMEA2623808	Illumina-HiSeq-2000	ERR599170	193884779	38228644813	WGS	TARA_B100001769	408172	TARA_150	2012-03-05T14:02	35.8591	-37.1728	5	17.583075	36.3123	-0.328716	228.375583	0.22
SAMEA2623850	Illumina-HiSeq-2000	ERR598976	198143365	39094876638	WGS	TARA_B100001564	408172	TARA_151	2012-03-09T13:03	36.139	-28.9598	5	17.260108	36.23775	0.334082	232.053333	0.22
SAMEA2623886	Illumina-HiSeq-2000	ERR599078	164620027	32684205384	WGS	TARA_B100001173	408172	TARA_152	2012-03-19T11:27	43.6906	-16.8555	5	14.28065	35.986042	2.999226	243.148	0.22
SAMEA4396424	Illumina-HiSeq-2000	ERR3589591	198840961	39694685837	WGS	TARA_B110000003	408172	TARA_155	2013-05-24T08:30:00	54.5745	-16.8264	5	11.09541	35.325105	4.348292	270.945625	0.22
SAMEA4396538	Illumina-HiSeq-2000	ERR3589592	201466306	40261124417	WGS	TARA_B110001450	408172	TARA_158	2013-06-03T10:12:00	67.1385	0.2443	5	8.48667	35.14372	5.21995	311.9179	0.22
SAMEA4397034	Illumina-HiSeq-2500	ERR3589586	162494527	32426126467	WGS	TARA_B110001469	408172	TARA_163	2013-06-09T11:26:00	76.1663	1.8689	5	1.901825	34.888288	4.72754	363.047375	0.22
SAMEA4397101	Illumina-HiSeq-2500	ERR3589588	140658259	28197311111	WGS	TARA_B110000027	408172	TARA_168	2013-07-01T08:46:00	72.6601	44.1569	5	7.53177	34.92306	-4.721995	298.8549	0.22
SAMEA4397239	Illumina-HiSeq-2000	ERR3589566	171060937	34267378971	WGS	TARA_B110000090	408172	TARA_173	2013-07-08T07:55:00	78.9222	79.2246	5	-0.083125	33.595737	2.40637	383.163125	0.22
SAMEA4397311	Illumina-HiSeq-2000	ERR3589577	175787252	35209039491	WGS	TARA_B110000114	408172	TARA_175	2013-07-10T08:20:00	79.2023	66.5078	5	1.421805	34.2633	2.060443	368.906875	0.22
SAMEA4397842	Illumina-HiSeq-2000	ERR3589556	209509694	41882387792	WGS	TARA_B110000971	408172	TARA_194	2013-09-11T23:00:00	73.3833	-168.3333	5	-0.618833	27.38155	-3.147755	369.339	0.22
SAMEA4397930	Illumina-HiSeq-2000	ERR3589557	179990981	36072745749	WGS	TARA_B110000305	408172	TARA_196	2013-09-14T20:06:00	71.9208	-154.9367	5	2.570037	28.604712	1.632991	335.965875	0.22
SAMEA4398009	Illumina-HiSeq-2000	ERR3589558	241042347	48142039181	WGS	TARA_B110000902	408172	TARA_201	2013-09-30T17:33:00	74.3218	-85.9117	5	-1.332965	30.636767	3.715845	369.1045	0.22
SAMEA4398094	Illumina-HiSeq-2000	ERR3589559	194170500	38926837618	WGS	TARA_B110000879	408172	TARA_205	2013-10-08T15:19:00	72.4769	-71.9329	5	-0.48046	31.995275	3.891253	353.31105	0.22
SAMEA4398176	Illumina-HiSeq-2000	ERR3589561	175961866	35262866274	WGS	TARA_B110000483	408172	TARA_206	2013-10-12T13:33:00	70.9706	-53.5968	5	1.43901	32.08274	3.502622	328.5869	0.22
SAMEA4398247	Illumina-HiSeq-2000	ERR3589575	173849906	34815862577	WGS	TARA_B110000858	408172	TARA_208	2013-10-20T15:00:00	69.1094	-51.6368	5	3.1961	32.991725	1.699631	303.353	0.22
SAMEA4398296	Illumina-HiSeq-2000	ERR3589576	147769520	29644408725	WGS	TARA_B110000459	408172	TARA_209	2013-10-23T13:17:00	64.7609	-53.1069	5	2.49543	32.602725	6.121815	323.835062	0.22
SAMEA4398370	Illumina-HiSeq-2000	ERR3589582	160480056	32124880638	WGS	TARA_B110000444	408172	TARA_210	2013-10-27T13:26:00	61.5214	-55.9973	5	5.2939	34.212612	8.291587	293.88825	0.22
